0,3,3

10,11,1

20,22,2

30,41,11

40,58,18

50,74,24

60,87,27

70,97,27

80,118,38

90,134,44

100,151,51

110,163,53

120,177,57

130,194,64

140,209,69

150,223,73

160,239,79

170,259,89

180,268,88

190,283,93

200,299,99

210,313,103

220,330,110

230,343,113

240,360,120

250,375,125

260,395,135

270,406,136

280,423,143

290,437,147

300,449,149

310,466,156

320,483,163

330,495,165

340,509,169

350,531,181

360,541,181

370,556,186

380,567,187

390,586,196

400,604,204

410,621,211

420,632,212

430,647,217

440,663,223

450,676,226

460,694,234

470,710,240

480,726,246

490,741,251

500,755,255

510,773,263

520,788,268

530,802,272

540,818,278

550,832,282

560,847,287

570,861,291

580,878,298

590,895,305

600,906,306

610,923,313

620,931,311

630,953,323

640,971,331

650,983,333

660,999,339

670,1015,345

680,1024,344

690,1043,353

700,1060,360

710,1069,359

720,1086,366

730,1102,372

740,1117,377

750,1128,378

760,1147,387

770,1165,395

780,1177,397

790,1199,409

800,1207,407

810,1223,413

820,1234,414

830,1250,420

840,1266,426

850,1281,431

860,1298,438

870,1314,444

880,1327,447

890,1343,453

900,1359,459

910,1371,461

920,1385,465

930,1402,472

940,1418,478

950,1427,477

960,1445,485

970,1463,493

980,1476,496

990,1495,505

1000,1508,508

1010,1525,515

1020,1541,521

1030,1554,524

1040,1570,530

1050,1585,535

1060,1598,538

1070,1613,543

1080,1630,550

1090,1643,553

1100,1661,561

1110,1674,564

1120,1688,568

1130,1701,571

1140,1719,579

1150,1735,585

1160,1759,599

1170,1764,594

1180,1782,602

1190,1794,604

1200,1806,606

1210,1826,616

1220,1844,624

1230,1857,627

1240,1868,628

1250,1887,637

1260,1901,641

1270,1916,646

1280,1929,649

1290,1943,653

1300,1958,658

1310,1974,664

1320,1988,668

1330,2001,671

1340,2019,679

1350,2037,687

1360,2050,690

1370,2056,686

1380,2078,698

1390,2098,708

1400,2113,713

1410,2125,715

1420,2141,721

1430,2156,726

1440,2171,731

1450,2183,733

1460,2200,740

1470,2219,749

1480,2228,748

1490,2241,751

1500,2259,759

1510,2276,766

1520,2291,771

1530,2307,777

1540,2319,779

1550,2338,788

1560,2362,802

1570,2368,798

1580,2380,800

1590,2396,806

1600,2409,809

1610,2424,814

1620,2438,818

1630,2458,828

1640,2471,831

1650,2486,836

1660,2511,851

1670,2517,847

1680,2534,854

1690,2545,855

1700,2560,860

1710,2574,864

1720,2590,870

1730,2606,876

1740,2623,883

1750,2636,886

1760,2653,893

1770,2666,896

1780,2682,902

1790,2700,910

1800,2715,915

1810,2725,915

1820,2743,923

1830,2755,925

1840,2775,935

1850,2789,939

1860,2799,939

1870,2819,949

1880,2831,951

1890,2848,958

1900,2858,958

1910,2878,968

1920,2891,971

1930,2906,976

1940,2925,985

1950,2942,992

1960,2955,995

1970,2966,996

1980,2985,1005

1990,3001,1011

2000,3011,1011

2010,3024,1014

2020,3045,1025

2030,3057,1027

2040,3075,1035

2050,3089,1039

2060,3105,1045

2070,3115,1045

2080,3134,1054

2090,3147,1057

2100,3164,1064

2110,3180,1070

2120,3197,1077

2130,3211,1081

2140,3224,1084

2150,3241,1091

2160,3251,1091

2170,3274,1104

2180,3285,1105

2190,3298,1108

2200,3318,1118

2210,3332,1122

2220,3341,1121

2230,3358,1128

2240,3376,1136

2250,3393,1143

2260,3404,1144

2270,3416,1146

2280,3430,1150

2290,3449,1159

2300,3471,1171

2310,3479,1169

2320,3494,1174

2330,3507,1177

2340,3522,1182

2350,3538,1188

2360,3553,1193

2370,3575,1205

2380,3590,1210

2390,3600,1210

2400,3612,1212

2410,3635,1225

2420,3649,1229

2430,3663,1233

2440,3676,1236

2450,3688,1238

2460,3705,1245

2470,3727,1257

2480,3742,1262

2490,3749,1259

2500,3760,1260

2510,3783,1273

2520,3798,1278

2530,3820,1290

2540,3825,1285

2550,3847,1297

2560,3860,1300

2570,3879,1309

2580,3886,1306

2590,3905,1315

2600,3919,1319

2610,3940,1330

2620,3950,1330

2630,3967,1337

2640,3990,1350

2650,3997,1347

2660,4010,1350

2670,4024,1354

2680,4037,1357

2690,4059,1369
